Watching for file changes with StatReloader
Waiting for apps ready_event.
Apps ready_event triggered. Sending autoreload_started signal.
Watching dir /app/locale with glob **/*.mo.
Watching dir /app/taskmanager/tasks/locale with glob **/*.mo.
File /usr/local/lib/python3.10/uu.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/lib-dynload/_decimal.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260549.0
File /usr/local/lib/python3.10/email/mime/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/sqlparse/engine/grouping.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/keyword.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/models/constants.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/middleware/csrf.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/templatetags/__init__.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/colorama/initialise.py first seen with mtime 1742674082.0
File /usr/local/lib/python3.10/asyncio/streams.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/sqlparse/filters/__init__.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/wsgiref/headers.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/handlers/asgi.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/views/debug.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/sqlparse/filters/right_margin.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/django/utils/decorators.py first seen with mtime 1742674086.0
File /app/taskmanager/urls.py first seen with mtime 1742669987.6444778
File /usr/local/lib/python3.10/site-packages/django/contrib/__init__.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/utils/connection.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/futures.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/sre_compile.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/models/lookups.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/migrations/operations/fields.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/fcntl.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260528.0
File /usr/local/lib/python3.10/site-packages/psycopg2/extras.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/glob.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/postgresql/schema.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/_posixsubprocess.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260529.0
File /usr/local/lib/python3.10/ctypes/_endian.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/base/features.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/dates.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/sql/subqueries.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/hmac.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/lib-dynload/_uuid.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260536.0
File /usr/local/lib/python3.10/site-packages/django/utils/log.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/registry.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/version.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/templatetags/tz.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/sre_parse.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/reprlib.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/sqlparse/filters/aligned_indent.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/lib-dynload/_bisect.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260526.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/__init__.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/caches.py first seen with mtime 1742674086.0
File /app/manage.py first seen with mtime 1742669987.643438
File /usr/local/lib/python3.10/getpass.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/os.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/base_user.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/forms/widgets.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/functions/mixins.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/termios.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260533.0
File /usr/local/lib/python3.10/sysconfig.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/utils/duration.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/module_loading.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/random.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/models/fields/related_lookups.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/template/backends/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/trsock.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/security/sessions.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/sessions/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/serializers/python.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/query.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/_queue.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260528.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/templatetags/admin_urls.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/subprocess.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/sessions/models.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/conf/locale/__init__.py first seen with mtime 1742674084.0
File /usr/local/lib/python3.10/_compression.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/platform.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/concurrent/futures/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/heapq.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/models/deletion.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/fields/json.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/protocols.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/_sysconfigdata__linux_aarch64-linux-gnu.py first seen with mtime 1742260552.0
File /usr/local/lib/python3.10/site-packages/colorama/winterm.py first seen with mtime 1742674082.0
File /usr/local/lib/python3.10/abc.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/lib-dynload/_asyncio.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260529.0
File /usr/local/lib/python3.10/site-packages/django/utils/datastructures.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/templatetags/admin_list.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/colorama/ansi.py first seen with mtime 1742674082.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/model_checks.py first seen with mtime 1742674086.0
File /app/taskmanager/__init__.py first seen with mtime 1742669987.643687
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/utils.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/template/loader_tags.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/_zoneinfo.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260527.0
File /usr/local/lib/python3.10/zoneinfo/_tzpath.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/lib-dynload/_hashlib.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260532.0
File /usr/local/lib/python3.10/site-packages/django/views/decorators/debug.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/urls/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/encoders.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/utils/text.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/zoneinfo/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/models/sql/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/exceptions.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/checks.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/email/_encoded_words.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/importlib/machinery.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/asyncio/queues.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/base/operations.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/views.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/migrations/0012_alter_user_first_name_max_length.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/migrations/0002_alter_permission_name_max_length.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/migrations/0005_alter_user_last_login_null.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/migrations/0003_alter_user_email_max_length.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/migrations/0010_alter_group_name_max_length.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/sessions/exceptions.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/migrations/0003_logentry_add_action_flag_choices.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/migrations/__init__.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/contenttypes/migrations/0001_initial.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/messages/middleware.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/sessions/migrations/__init__.py first seen with mtime 1742674086.0
File /app/taskmanager/tasks/migrations/__init__.py first seen with mtime 1742669987.6441636
File /usr/local/lib/python3.10/stringprep.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/sessions/backends/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/migrations/__init__.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/migrations/0008_alter_user_username_max_length.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/sessions/backends/db.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/sessions/middleware.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/migrations/0011_update_proxy_permissions.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/migrations/0009_alter_user_last_name_max_length.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/db/models/sql/compiler.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/migrations/0006_require_contenttypes_0002.py first seen with mtime 1742674085.0
